timestamp;user_id;agence;application;processus;action;duree_action_sec;success;field_modified;error_code;screen
2025-01-01 16:54:34;USER0001;AGENCE KAIROUAN;Credit Platform;DEMANDE_CHEQUIER;ERROR_VALIDATION;5.3;False;;ERR_501;SCREEN_DEMANDECHEQ_17
2025-01-01 19:22:15;USER0024;AGENCE NABEUL;Credit Platform;VIREMENT_INTERNATIONAL;UPLOAD_DOCUMENT;1.3;True;;;SCREEN_VIREMENTINT_8
2025-01-01 20:02:55;USER0047;AGENCE BIZERTE;Credit Platform;DEMANDE_CHEQUIER;SUBMIT_FORM;0.9;True;;;SCREEN_DEMANDECHEQ_14
2025-01-01 20:32:24;USER0069;AGENCE HAMMAMET;Attijari Net;PAIEMENT_FACTURE_STEG;ACCESS_DENIED;6.2;False;;ERR_901;SCREEN_PAIEMENTFAC_2
2025-01-01 21:09:12;USER0003;AGENCE SFAX;Credit Platform;DEMANDE_CARTE_VISA;APPROVE;2.4;True;;;SCREEN_DEMANDECART_11
2025-01-01 21:55:34;USER0069;AGENCE TUNIS CENTRE;Core Banking Web;OUVERTURE_COMPTE_PARTICULIER;ERROR_VALIDATION;3.4;False;;ERR_101;SCREEN_OUVERTURECO_11
2025-01-01 22:34:52;USER0047;AGENCE HAMMAMET;Attijari Net;DEMANDE_CHEQUIER;SESSION_EXPIRED;4.7;False;;ERR_101;SCREEN_DEMANDECHEQ_24
2025-01-02 01:01:01;USER0070;AGENCE BIZERTE;Attijari Net;VIREMENT_INTERNATIONAL;UPLOAD_DOCUMENT;7.129240591468877;True;;;SCREEN_VIREMENTINT_22
2025-01-02 03:17:58;USER0045;AGENCE BIZERTE;Attijari Net;OUVERTURE_COMPTE_PARTICULIER;ERROR_VALIDATION;1.9983633613362022;False;;ERR_401;SCREEN_OUVERTURECO_24
2025-01-02 04:16:19;USER0007;AGENCE NABEUL;Attijari Net;OPPOSITION_CARTE;LOGOUT;20.5;True;;;SCREEN_OPPOSITIONC_6
2025-01-02 07:04:49;USER0032;AGENCE CARTHAGE;Core Banking Web;PAIEMENT_FACTURE_STEG;VALIDATE_FIELD;15.5;True;;;SCREEN_PAIEMENTFAC_21
2025-01-02 09:17:35;USER0010;AGENCE KAIROUAN;Attijari Net;DEMANDE_CHEQUIER;FILL_FIELD;7.2;True;;;SCREEN_DEMANDECHEQ_21
2025-01-02 11:14:00;USER0050;AGENCE MONASTIR;Mobile Banking Backoffice;DEMANDE_CARTE_VISA;REJECT;5.8;True;;;SCREEN_DEMANDECART_14
2025-01-02 11:52:52;USER0059;AGENCE HAMMAMET;Core Banking Web;PAIEMENT_FACTURE_STEG;SESSION_EXPIRED;3.8;False;;ERR_401;SCREEN_PAIEMENTFAC_10
2025-01-02 12:16:59;USER0038;AGENCE BIZERTE;Credit Platform;PAIEMENT_FACTURE_STEG;OPEN_FORM;0.8;True;;;SCREEN_PAIEMENTFAC_8
2025-01-02 12:34:09;USER0055;AGENCE HAMMAMET;Core Banking Web;PAIEMENT_FACTURE_SONED;FILL_FIELD;4.9;True;rib_destinataire;;SCREEN_PAIEMENTFAC_7
2025-01-02 13:03:04;USER0024;AGENCE GABES;Core Banking Web;PAIEMENT_FACTURE_STEG;SESSION_EXPIRED;2.806850611747626;True;;;SCREEN_PAIEMENTFAC_8
2025-01-02 13:05:18;USER0080;AGENCE SFAX;Credit Platform;CHANGE_DEVISES;ERROR_VALIDATION;0.7;False;;ERR_301;SCREEN_CHANGEDEVIS_8
2025-01-02 13:29:10;USER0006;AGENCE SOUSSE;Credit Platform;VIREMENT_INTERNE;REJECT;2.6;True;;;SCREEN_VIREMENTINT_23
2025-01-02 13:41:43;USER0039;AGENCE GABES;Mobile Banking Backoffice;DEMANDE_CHEQUIER;REJECT;1.9;True;;;SCREEN_DEMANDECHEQ_2
2025-01-02 13:50:43;USER0022;AGENCE MONASTIR;Attijari Net;DEMANDE_CARTE_VISA;REJECT;3.2;True;;;SCREEN_DEMANDECART_16
2025-01-02 13:59:37;USER0035;AGENCE HAMMAMET;Mobile Banking Backoffice;VIREMENT_INTERNATIONAL;OPEN_FORM;0.9;True;;;SCREEN_VIREMENTINT_9
2025-01-02 14:39:26;USER0036;AGENCE MONASTIR;Mobile Banking Backoffice;DEMANDE_CHEQUIER;SESSION_EXPIRED;6.8;False;;ERR_401;SCREEN_DEMANDECHEQ_13
2025-01-02 15:11:02;USER0078;AGENCE NABEUL;Mobile Banking Backoffice;PAIEMENT_FACTURE_SONED;APPROVE;3.9;True;;;SCREEN_PAIEMENTFAC_23
2025-01-02 18:11:11;USER0069;AGENCE SOUSSE;Core Banking Web;VIREMENT_INTERNE;APPROVE;8.0;True;;;SCREEN_VIREMENTINT_12
2025-01-02 19:30:00;USER0060;AGENCE CARTHAGE;Attijari Net;DEMANDE_CREDIT_CONSO;SESSION_EXPIRED;2.3;False;;ERR_201;SCREEN_DEMANDECRED_22
2025-01-02 20:14:44;USER0004;AGENCE BIZERTE;Mobile Banking Backoffice;VIREMENT_INTERNATIONAL;UPLOAD_DOCUMENT;14.7;True;;;SCREEN_VIREMENTINT_17
2025-01-02 20:52:20;USER0072;AGENCE KAIROUAN;Credit Platform;OUVERTURE_COMPTE_PARTICULIER;APPROVE;6.9;True;;;SCREEN_OUVERTURECO_2
2025-01-02 21:16:56;USER0069;AGENCE SFAX;Attijari Net;DEMANDE_CARTE_VISA;OPEN_FORM;1.0;True;;;SCREEN_DEMANDECART_13
2025-01-02 21:52:03;USER0028;AGENCE MONASTIR;Attijari Net;PAIEMENT_FACTURE_SONED;APPROVE;0.712552251673382;False;;ERR_401;SCREEN_PAIEMENTFAC_1
2025-01-02 23:40:36;USER0020;AGENCE CARTHAGE;Core Banking Web;DEMANDE_CARTE_VISA;SESSION_EXPIRED;5.5;False;;ERR_401;SCREEN_DEMANDECART_19
2025-01-02 23:56:46;USER0057;AGENCE CARTHAGE;Attijari Net;CHANGE_DEVISES;ACCESS_DENIED;5.1;False;;ERR_101;SCREEN_CHANGEDEVIS_11
2025-01-03 01:49:24;USER0062;AGENCE KAIROUAN;Core Banking Web;DEMANDE_CARTE_VISA;LOGOUT;10.6;True;;;SCREEN_DEMANDECART_5
2025-01-03 02:30:42;USER0016;AGENCE HAMMAMET;Core Banking Web;VIREMENT_INTERNE;LOGIN;3.5;True;;;SCREEN_VIREMENTINT_1
2025-01-03 03:04:08;USER0071;AGENCE TUNIS CENTRE;Attijari Net;OPPOSITION_CARTE;REJECT;3.4;True;;;SCREEN_OPPOSITIONC_20
2025-01-03 03:49:27;USER0004;AGENCE BIZERTE;Mobile Banking Backoffice;CHANGE_DEVISES;REJECT;1.0;True;;;SCREEN_CHANGEDEVIS_13
2025-01-03 05:09:50;USER0059;AGENCE TUNIS CENTRE;Core Banking Web;OPPOSITION_CARTE;OPEN_FORM;4.4;True;;;SCREEN_OPPOSITIONC_8
2025-01-03 05:16:37;USER0024;AGENCE SOUSSE;Credit Platform;VIREMENT_INTERNATIONAL;SUBMIT_FORM;7.5;True;;;SCREEN_VIREMENTINT_6
2025-01-03 07:42:52;USER0051;AGENCE HAMMAMET;Attijari Net;PAIEMENT_FACTURE_SONED;LOGIN;4.2;True;;;SCREEN_PAIEMENTFAC_17
2025-01-03 08:59:35;USER0056;AGENCE HAMMAMET;Credit Platform;PAIEMENT_FACTURE_STEG;VALIDATE_FIELD;11.2;True;;;SCREEN_PAIEMENTFAC_12
2025-01-03 09:28:23;USER0063;AGENCE CARTHAGE;Attijari Net;DEMANDE_CHEQUIER;REJECT;1.2;True;;;SCREEN_DEMANDECHEQ_1
2025-01-03 10:58:15;USER0040;AGENCE SOUSSE;Credit Platform;DEMANDE_CARTE_VISA;SUBMIT_FORM;1.7;True;;;SCREEN_DEMANDECART_3
2025-01-03 11:49:26;USER0029;AGENCE CARTHAGE;Mobile Banking Backoffice;PAIEMENT_FACTURE_SONED;LOGIN;0.4;True;;;SCREEN_PAIEMENTFAC_14
2025-01-03 11:59:12;USER0075;AGENCE HAMMAMET;Credit Platform;OUVERTURE_COMPTE_PARTICULIER;LOGIN;1.8;True;;;SCREEN_OUVERTURECO_8
2025-01-03 12:12:21;USER0057;AGENCE HAMMAMET;Attijari Net;PAIEMENT_FACTURE_STEG;FILL_FIELD;24.5;True;telephone;;SCREEN_PAIEMENTFAC_11
2025-01-03 12:14:08;USER0048;AGENCE SOUSSE;Attijari Net;DEMANDE_CHEQUIER;VALIDATE_FIELD;1.3;True;;;SCREEN_DEMANDECHEQ_14
2025-01-03 12:40:24;USER0002;AGENCE HAMMAMET;Credit Platform;PAIEMENT_FACTURE_SONED;SUBMIT_FORM;1.4;True;;;SCREEN_PAIEMENTFAC_8
2025-01-03 13:13:01;USER0015;AGENCE CARTHAGE;Credit Platform;VIREMENT_INTERNE;VALIDATE_FIELD;35.5;True;;;SCREEN_VIREMENTINT_3
2025-01-03 13:22:42;USER0064;AGENCE KAIROUAN;Mobile Banking Backoffice;PAIEMENT_FACTURE_SONED;UPLOAD_DOCUMENT;5.4;True;;;SCREEN_PAIEMENTFAC_7
2025-01-03 15:16:57;USER0008;AGENCE MONASTIR;Core Banking Web;OUVERTURE_COMPTE_PARTICULIER;LOGIN;0.5279136101470358;True;;;SCREEN_OUVERTURECO_19
2025-01-03 15:59:00;USER0073;AGENCE CARTHAGE;Credit Platform;OPPOSITION_CARTE;LOGOUT;1.7;True;;;SCREEN_OPPOSITIONC_4
2025-01-03 16:14:02;USER0078;AGENCE HAMMAMET;Credit Platform;CHANGE_DEVISES;REJECT;21.9;True;;;SCREEN_CHANGEDEVIS_16
2025-01-03 16:47:03;USER0072;AGENCE TUNIS CENTRE;Credit Platform;DEMANDE_CHEQUIER;OPEN_FORM;12.9;True;;;SCREEN_DEMANDECHEQ_13
2025-01-03 17:15:12;USER0020;AGENCE GABES;Credit Platform;DEMANDE_CREDIT_CONSO;APPROVE;11.2;True;;;SCREEN_DEMANDECRED_20
2025-01-03 17:28:51;USER0045;AGENCE KAIROUAN;Core Banking Web;DEMANDE_CHEQUIER;ACCESS_DENIED;12.4;False;;ERR_501;SCREEN_DEMANDECHEQ_19
2025-01-03 18:26:30;USER0022;AGENCE HAMMAMET;Attijari Net;DEMANDE_CREDIT_CONSO;APPROVE;1.1881394241387722;True;;;SCREEN_DEMANDECRED_5
2025-01-03 21:33:56;USER0041;AGENCE CARTHAGE;Attijari Net;CHANGE_DEVISES;ERROR_VALIDATION;2.9;False;;ERR_601;SCREEN_CHANGEDEVIS_23
2025-01-03 22:47:50;USER0032;AGENCE SOUSSE;Core Banking Web;PAIEMENT_FACTURE_SONED;VALIDATE_FIELD;0.5;True;;;SCREEN_PAIEMENTFAC_5
2025-01-03 22:53:30;USER0008;AGENCE HAMMAMET;Mobile Banking Backoffice;PAIEMENT_FACTURE_SONED;REJECT;1.0;True;;;SCREEN_PAIEMENTFAC_20
2025-01-04 01:01:38;USER0012;AGENCE NABEUL;Attijari Net;CHANGE_DEVISES;APPROVE;14.7;True;;;SCREEN_CHANGEDEVIS_24
2025-01-04 01:02:09;USER0004;AGENCE KAIROUAN;Credit Platform;VIREMENT_INTERNE;LOGOUT;8.1;True;;;SCREEN_VIREMENTINT_4
2025-01-04 01:24:33;USER0065;AGENCE KAIROUAN;Mobile Banking Backoffice;OPPOSITION_CARTE;REJECT;7.0;True;;;SCREEN_OPPOSITIONC_2
2025-01-04 02:11:12;USER0037;AGENCE GABES;Credit Platform;CHANGE_DEVISES;OPEN_FORM;10.8;True;;;SCREEN_CHANGEDEVIS_13
2025-01-04 04:23:54;USER0055;AGENCE BIZERTE;Credit Platform;OPPOSITION_CARTE;REJECT;0.2560138362899587;True;;;SCREEN_OPPOSITIONC_16
2025-01-04 05:44:27;USER0077;AGENCE MONASTIR;Core Banking Web;DEMANDE_CARTE_VISA;SESSION_EXPIRED;8.0;False;;ERR_101;SCREEN_DEMANDECART_22
2025-01-04 05:51:18;USER0074;AGENCE HAMMAMET;Attijari Net;DEMANDE_CHEQUIER;REJECT;1.3;True;;;SCREEN_DEMANDECHEQ_2
2025-01-04 06:52:40;USER0029;AGENCE MONASTIR;Mobile Banking Backoffice;OPPOSITION_CARTE;SUBMIT_FORM;0.7;True;;;SCREEN_OPPOSITIONC_19
2025-01-04 07:44:45;USER0034;AGENCE GABES;Core Banking Web;VIREMENT_INTERNATIONAL;VALIDATE_FIELD;17.3;True;;;SCREEN_VIREMENTINT_17
2025-01-04 07:53:51;USER0015;AGENCE BIZERTE;Mobile Banking Backoffice;PAIEMENT_FACTURE_STEG;SESSION_EXPIRED;8.1;False;;ERR_301;SCREEN_PAIEMENTFAC_5
2025-01-04 08:24:15;USER0024;AGENCE SFAX;Mobile Banking Backoffice;CHANGE_DEVISES;ERROR_VALIDATION;1.3;False;;ERR_501;SCREEN_CHANGEDEVIS_18
2025-01-04 08:48:17;USER0024;AGENCE BIZERTE;Attijari Net;VIREMENT_INTERNE;VALIDATE_FIELD;6.1;True;;;SCREEN_VIREMENTINT_23
2025-01-04 09:15:50;USER0021;AGENCE GABES;Attijari Net;DEMANDE_CREDIT_CONSO;REJECT;0.3;True;;;SCREEN_DEMANDECRED_21
2025-01-04 09:49:34;USER0072;AGENCE SOUSSE;Mobile Banking Backoffice;CHANGE_DEVISES;VALIDATE_FIELD;2.1;True;;;SCREEN_CHANGEDEVIS_18
2025-01-04 09:58:22;USER0023;AGENCE TUNIS CENTRE;Core Banking Web;DEMANDE_CARTE_VISA;ERROR_VALIDATION;9.6;False;;ERR_401;SCREEN_DEMANDECART_8
2025-01-04 10:59:45;USER0044;AGENCE CARTHAGE;Credit Platform;DEMANDE_CHEQUIER;UPLOAD_DOCUMENT;18.5;True;;;SCREEN_DEMANDECHEQ_15
2025-01-04 11:19:48;USER0018;AGENCE GABES;Core Banking Web;VIREMENT_INTERNATIONAL;SESSION_EXPIRED;0.6;False;;ERR_601;SCREEN_VIREMENTINT_13
2025-01-04 11:44:05;USER0036;AGENCE NABEUL;Attijari Net;DEMANDE_CREDIT_CONSO;ACCESS_DENIED;14.3;False;;ERR_601;SCREEN_DEMANDECRED_13
2025-01-04 12:38:33;USER0062;AGENCE SOUSSE;Core Banking Web;DEMANDE_CHEQUIER;UPLOAD_DOCUMENT;2.6;True;;;SCREEN_DEMANDECHEQ_16
2025-01-04 14:51:48;USER0014;AGENCE CARTHAGE;Core Banking Web;VIREMENT_INTERNE;ERROR_VALIDATION;7.1;False;;ERR_301;SCREEN_VIREMENTINT_22
2025-01-04 16:42:53;USER0005;AGENCE HAMMAMET;Credit Platform;VIREMENT_INTERNE;ACCESS_DENIED;8.4;False;;ERR_001;SCREEN_VIREMENTINT_20
2025-01-04 17:00:06;USER0046;AGENCE MONASTIR;Core Banking Web;DEMANDE_CHEQUIER;OPEN_FORM;6.6;True;;;SCREEN_DEMANDECHEQ_13
2025-01-04 17:35:26;USER0010;AGENCE CARTHAGE;Credit Platform;DEMANDE_CHEQUIER;VALIDATE_FIELD;12.6;True;;;SCREEN_DEMANDECHEQ_20
2025-01-04 18:33:07;USER0044;AGENCE MONASTIR;Attijari Net;CHANGE_DEVISES;OPEN_FORM;0.3;True;;;SCREEN_CHANGEDEVIS_2
2025-01-04 18:37:23;USER0057;AGENCE MONASTIR;Attijari Net;PAIEMENT_FACTURE_STEG;ERROR_VALIDATION;11.9;False;;ERR_701;SCREEN_PAIEMENTFAC_3
2025-01-04 19:03:45;USER0074;AGENCE SOUSSE;Credit Platform;CHANGE_DEVISES;UPLOAD_DOCUMENT;1.5;True;;;SCREEN_CHANGEDEVIS_15
2025-01-04 19:53:24;USER0027;AGENCE MONASTIR;Attijari Net;OUVERTURE_COMPTE_PARTICULIER;FILL_FIELD;4.1;True;rib_destinataire;;SCREEN_OUVERTURECO_23
2025-01-04 20:56:43;USER0042;AGENCE GABES;Mobile Banking Backoffice;DEMANDE_CHEQUIER;OPEN_FORM;22.2;True;;;SCREEN_DEMANDECHEQ_19
2025-01-05 03:27:31;USER0011;AGENCE MONASTIR;Mobile Banking Backoffice;PAIEMENT_FACTURE_STEG;LOGOUT;1.0;True;;;SCREEN_PAIEMENTFAC_13
2025-01-05 03:48:37;USER0008;AGENCE TUNIS CENTRE;Mobile Banking Backoffice;CHANGE_DEVISES;FILL_FIELD;0.3;True;nom;;SCREEN_CHANGEDEVIS_5
2025-01-05 05:04:10;USER0039;AGENCE SOUSSE;Credit Platform;OPPOSITION_CARTE;APPROVE;1.4;True;;;SCREEN_OPPOSITIONC_22
2025-01-05 05:26:30;USER0034;AGENCE SOUSSE;Mobile Banking Backoffice;CHANGE_DEVISES;ACCESS_DENIED;1.0;False;;ERR_301;SCREEN_CHANGEDEVIS_6
2025-01-05 05:26:31;USER0036;AGENCE TUNIS CENTRE;Core Banking Web;CHANGE_DEVISES;FILL_FIELD;7.0;True;email;;SCREEN_CHANGEDEVIS_14
2025-01-05 05:35:58;USER0066;AGENCE SFAX;Attijari Net;OUVERTURE_COMPTE_PARTICULIER;ERROR_VALIDATION;3.4;False;;ERR_901;SCREEN_OUVERTURECO_4
2025-01-05 06:10:40;USER0026;AGENCE CARTHAGE;Core Banking Web;VIREMENT_INTERNE;FILL_FIELD;4.6;True;nom;;SCREEN_VIREMENTINT_22
2025-01-05 07:08:37;USER0005;AGENCE SOUSSE;Attijari Net;VIREMENT_INTERNE;ACCESS_DENIED;4.4;False;;ERR_701;SCREEN_VIREMENTINT_19
2025-01-05 07:16:38;USER0014;AGENCE KAIROUAN;Attijari Net;VIREMENT_INTERNE;FILL_FIELD;3.0;True;email;;SCREEN_VIREMENTINT_23
2025-01-05 10:00:48;USER0052;AGENCE HAMMAMET;Credit Platform;DEMANDE_CHEQUIER;VALIDATE_FIELD;0.3;True;;;SCREEN_DEMANDECHEQ_7
2025-01-05 10:54:10;USER0051;AGENCE HAMMAMET;Core Banking Web;OPPOSITION_CARTE;UPLOAD_DOCUMENT;6.9;True;;;SCREEN_OPPOSITIONC_4
2025-01-05 11:46:54;USER0069;AGENCE SOUSSE;Mobile Banking Backoffice;CHANGE_DEVISES;FILL_FIELD;5.7;True;nom;;SCREEN_CHANGEDEVIS_2
2025-01-05 13:30:18;USER0009;AGENCE TUNIS CENTRE;Credit Platform;OUVERTURE_COMPTE_PARTICULIER;VALIDATE_FIELD;13.5;True;;;SCREEN_OUVERTURECO_7
2025-01-05 14:57:18;USER0047;AGENCE HAMMAMET;Mobile Banking Backoffice;OPPOSITION_CARTE;LOGIN;0.7;True;;;SCREEN_OPPOSITIONC_3
2025-01-05 15:01:42;USER0070;AGENCE NABEUL;Attijari Net;PAIEMENT_FACTURE_STEG;UPLOAD_DOCUMENT;18.2;True;;;SCREEN_PAIEMENTFAC_15
2025-01-05 16:33:17;USER0032;AGENCE NABEUL;Attijari Net;DEMANDE_CREDIT_CONSO;LOGOUT;0.7;True;;;SCREEN_DEMANDECRED_1
2025-01-05 17:18:43;USER0078;AGENCE KAIROUAN;Credit Platform;DEMANDE_CREDIT_CONSO;APPROVE;4.9;True;;;SCREEN_DEMANDECRED_2
2025-01-05 17:50:46;USER0074;AGENCE TUNIS CENTRE;Credit Platform;CHANGE_DEVISES;REJECT;13.4;True;;;SCREEN_CHANGEDEVIS_10
2025-01-05 17:54:29;USER0045;AGENCE GABES;Credit Platform;CHANGE_DEVISES;OPEN_FORM;4.5;True;;;SCREEN_CHANGEDEVIS_16
2025-01-05 18:27:55;USER0068;AGENCE SFAX;Attijari Net;OPPOSITION_CARTE;LOGIN;3.2528662866033553;True;;;SCREEN_OPPOSITIONC_15
2025-01-05 19:00:39;USER0043;AGENCE TUNIS CENTRE;Mobile Banking Backoffice;DEMANDE_CREDIT_CONSO;FILL_FIELD;2.6;True;nom;;SCREEN_DEMANDECRED_24
2025-01-05 19:41:10;USER0008;AGENCE SFAX;Attijari Net;DEMANDE_CHEQUIER;FILL_FIELD;30.7;True;date_naissance;;SCREEN_DEMANDECHEQ_15
2025-01-05 20:07:04;USER0033;AGENCE TUNIS CENTRE;Mobile Banking Backoffice;CHANGE_DEVISES;ERROR_VALIDATION;0.4;False;;ERR_501;SCREEN_CHANGEDEVIS_14
2025-01-05 21:11:26;USER0056;AGENCE CARTHAGE;Core Banking Web;VIREMENT_INTERNE;ACCESS_DENIED;0.6;False;;ERR_601;SCREEN_VIREMENTINT_22
2025-01-05 21:30:21;USER0058;AGENCE CARTHAGE;Attijari Net;DEMANDE_CHEQUIER;FILL_FIELD;2.420116545029887;True;date_naissance;;SCREEN_DEMANDECHEQ_14
2025-01-06 00:33:52;USER0065;AGENCE MONASTIR;Core Banking Web;DEMANDE_CHEQUIER;FILL_FIELD;7.772788189400209;False;prenom;ERR_501;SCREEN_DEMANDECHEQ_6
2025-01-06 00:36:20;USER0004;AGENCE BIZERTE;Mobile Banking Backoffice;DEMANDE_CARTE_VISA;VALIDATE_FIELD;0.3;True;;;SCREEN_DEMANDECART_14
2025-01-06 03:07:05;USER0060;AGENCE SFAX;Attijari Net;VIREMENT_INTERNE;LOGIN;1.4;True;;;SCREEN_VIREMENTINT_17
2025-01-06 04:06:20;USER0003;AGENCE NABEUL;Mobile Banking Backoffice;DEMANDE_CREDIT_CONSO;LOGOUT;0.4;True;;;SCREEN_DEMANDECRED_18
2025-01-06 05:20:55;USER0017;AGENCE MONASTIR;Mobile Banking Backoffice;VIREMENT_INTERNATIONAL;SUBMIT_FORM;1.6;True;;;SCREEN_VIREMENTINT_20
2025-01-06 06:37:02;USER0074;AGENCE NABEUL;Mobile Banking Backoffice;PAIEMENT_FACTURE_STEG;SUBMIT_FORM;2.6;True;;;SCREEN_PAIEMENTFAC_19
2025-01-06 07:01:14;USER0001;AGENCE MONASTIR;Mobile Banking Backoffice;VIREMENT_INTERNE;ACCESS_DENIED;3.3;False;;ERR_601;SCREEN_VIREMENTINT_17
2025-01-06 07:26:47;USER0029;AGENCE SFAX;Credit Platform;CHANGE_DEVISES;OPEN_FORM;2.7;True;;;SCREEN_CHANGEDEVIS_16
2025-01-06 08:07:45;USER0033;AGENCE GABES;Core Banking Web;DEMANDE_CARTE_VISA;SESSION_EXPIRED;1.9;False;;ERR_101;SCREEN_DEMANDECART_8
2025-01-06 08:59:00;USER0007;AGENCE MONASTIR;Attijari Net;OUVERTURE_COMPTE_PARTICULIER;LOGIN;0.3;True;;;SCREEN_OUVERTURECO_7
2025-01-06 09:16:13;USER0005;AGENCE TUNIS CENTRE;Attijari Net;DEMANDE_CREDIT_CONSO;SESSION_EXPIRED;3.0;False;;ERR_101;SCREEN_DEMANDECRED_20
2025-01-06 09:37:41;USER0071;AGENCE GABES;Mobile Banking Backoffice;DEMANDE_CHEQUIER;FILL_FIELD;8.6;True;prenom;;SCREEN_DEMANDECHEQ_12
2025-01-06 10:39:45;USER0046;AGENCE BIZERTE;Credit Platform;VIREMENT_INTERNATIONAL;OPEN_FORM;1.6;True;;;SCREEN_VIREMENTINT_9
2025-01-06 11:03:32;USER0067;AGENCE SOUSSE;Mobile Banking Backoffice;OUVERTURE_COMPTE_PARTICULIER;OPEN_FORM;8.6;True;;;SCREEN_OUVERTURECO_14
2025-01-06 11:39:43;USER0020;AGENCE HAMMAMET;Credit Platform;DEMANDE_CHEQUIER;LOGOUT;4.9;True;;;SCREEN_DEMANDECHEQ_20
2025-01-06 12:26:25;USER0041;AGENCE CARTHAGE;Mobile Banking Backoffice;PAIEMENT_FACTURE_STEG;LOGOUT;0.9;True;;;SCREEN_PAIEMENTFAC_1
2025-01-06 14:54:27;USER0062;AGENCE NABEUL;Attijari Net;OPPOSITION_CARTE;ACCESS_DENIED;23.1;False;;ERR_101;SCREEN_OPPOSITIONC_10
2025-01-06 15:47:27;USER0058;AGENCE CARTHAGE;Credit Platform;OPPOSITION_CARTE;OPEN_FORM;1.6;True;;;SCREEN_OPPOSITIONC_17
2025-01-06 16:19:21;USER0026;AGENCE HAMMAMET;Core Banking Web;DEMANDE_CHEQUIER;ACCESS_DENIED;0.6;False;;ERR_201;SCREEN_DEMANDECHEQ_17
2025-01-06 17:50:57;USER0006;AGENCE BIZERTE;Attijari Net;OPPOSITION_CARTE;FILL_FIELD;1.1;True;nom;;SCREEN_OPPOSITIONC_17
2025-01-06 18:15:57;USER0058;AGENCE CARTHAGE;Credit Platform;OPPOSITION_CARTE;LOGIN;0.6;True;;;SCREEN_OPPOSITIONC_4
